row_idx,subject_id,sentence_index,task_name,source_file,target_string,seq_len
86,ZAB,88,task1-SR,resultsZAB_SR.mat,"Even as I valiantly struggled to remain interested, or at least conscious, I could feel my eyelids... getting... very... heavy...",20
87,ZAB,89,task1-SR,resultsZAB_SR.mat,"... a solid, well-formed satire.",5
88,ZAB,90,task1-SR,resultsZAB_SR.mat,Deserves high marks for political courage but barely gets by on its artistic merits.,14
89,ZAB,91,task1-SR,resultsZAB_SR.mat,Read My Lips is to be viewed and treasured for its extraordinary intelligence and originality as well as its lyrical variations on the game of love.,26
90,ZAB,92,task1-SR,resultsZAB_SR.mat,"... creates a visceral sense of its characters' lives and conflicted emotions that carries it far above... what could have been a melodramatic, Lifetime Channel-style anthology.",26
91,ZAB,93,task1-SR,resultsZAB_SR.mat,Reeks of rot and hack work from start to finish.,10
92,ZAB,94,task1-SR,resultsZAB_SR.mat,Just how these families interact may surprise you.,8
93,ZAB,95,task1-SR,resultsZAB_SR.mat,"The Movie is what happens when you blow up small potatoes to 10 times their natural size, and it ain't pretty.",21
94,ZAB,96,task1-SR,resultsZAB_SR.mat,"Even a hardened voyeur would require the patience of Job to get through this interminable, shapeless documentary about the swinging subculture.",21
95,ZAB,97,task1-SR,resultsZAB_SR.mat,"Creepy, authentic and dark.",4
96,ZAB,98,task1-SR,resultsZAB_SR.mat,A lame romantic comedy about an unsympathetic character and someone who would not likely be so stupid as to get involved with her.,23
97,ZAB,99,task1-SR,resultsZAB_SR.mat,"Rob Schneider's infantile cross-dressing routines fill The Hot Chick, the latest gimmick from this unimaginative comedian.",16
98,ZAB,100,task1-SR,resultsZAB_SR.mat,"The film is a contrivance, as artificial as the video games Japanese teens play in a nightclub sequence, but it's an enjoyable one.",23
99,ZAB,101,task1-SR,resultsZAB_SR.mat,"At its worst the screenplay is callow, but at its best it is a young artist's thoughtful consideration of fatherhood.",20
100,ZAB,102,task1-SR,resultsZAB_SR.mat,At 78 minutes it just zings along with vibrance and warmth.,11
101,ZAB,103,task1-SR,resultsZAB_SR.mat,"Only an epic documentary could get it all down, and Spike Lee's Jim Brown: All American at long last gives its subject a movie worthy of his talents.",28
102,ZAB,104,task1-SR,resultsZAB_SR.mat,"As quiet, patient and tenacious as Mr. Lopez himself, who approaches his difficult, endless work with remarkable serenity and discipline.",20
103,ZAB,105,task1-SR,resultsZAB_SR.mat,"Instead of hiding Pinocchio from critics, Miramax should have hidden it from everyone.",13
104,ZAB,106,task1-SR,resultsZAB_SR.mat,What a great shame that such a talented director as Chen Kaige has chosen to make his English-language debut with a film so poorly plotted and scripted.,27
105,ZAB,107,task1-SR,resultsZAB_SR.mat,Jeffs has created a breathtakingly assured and stylish work of spare dialogue and acute expressiveness.,15
106,ZAB,108,task1-SR,resultsZAB_SR.mat,"Just about the best straight-up, old-school horror film of the last 15 years.",13
107,ZAB,109,task1-SR,resultsZAB_SR.mat,"Gosling creates a staggeringly compelling character, a young man whose sharp intellect is at the very root of his contradictory, self-hating, self-destructive ways.",23
108,ZAB,110,task1-SR,resultsZAB_SR.mat,"I thought the relationships were wonderful, the comedy was funny, and the love `real'.",14
109,ZAB,111,task1-SR,resultsZAB_SR.mat,Better at putting you to sleep than a sound machine.,10
110,ZAB,112,task1-SR,resultsZAB_SR.mat,Feels less like a cousin to Blade Runner than like a bottom-feeder sequel in the Escape From New York series.,20
111,ZAB,113,task1-SR,resultsZAB_SR.mat,"Elegantly produced and expressively performed, the six musical numbers crystallize key plot moments into minutely detailed wonders of dreamlike ecstasy.",20
112,ZAB,114,task1-SR,resultsZAB_SR.mat,"Ultimate X is a ride, basically the kind of greatest-hits reel that might come with a subscription to ESPN the Magazine.",21
113,ZAB,115,task1-SR,resultsZAB_SR.mat,"Celebrated at Sundance, this slight comedy of manners has winning performances and a glossy, glib charm that's hard to beat.",20
114,ZAB,116,task1-SR,resultsZAB_SR.mat,"Apparently, romantic comedy with a fresh point of view just doesn't figure in the present Hollywood program.",17
115,ZAB,117,task1-SR,resultsZAB_SR.mat,That Haynes can both maintain and dismantle the facades that his genre and his character construct is a wonderous accomplishment of veracity and narrative grace.,25
116,ZAB,118,task1-SR,resultsZAB_SR.mat,"Some elements of it really blow the big one, but other parts are decent.",14
117,ZAB,119,task1-SR,resultsZAB_SR.mat,"No French people were harmed during the making of this movie, but they were insulted and the audience was put through torture for an hour and a half.",28
118,ZAB,120,task1-SR,resultsZAB_SR.mat,"I was feeling this movie until it veered off too far into the Exxon zone, and left me behind at the station looking for a return ticket to realism.",29
119,ZAB,121,task1-SR,resultsZAB_SR.mat,The simplicity of The Way Home has few equals this side of Aesop.,13
120,ZAB,122,task1-SR,resultsZAB_SR.mat,Exceptionally well acted by Diane Lane and Richard Gere.,9
121,ZAB,123,task1-SR,resultsZAB_SR.mat,"Dong shows how intolerance has the power to deform families, then tear them apart.",14
122,ZAB,124,task1-SR,resultsZAB_SR.mat,"A stupid, derivative horror film that substitutes extreme gore for suspense.",11
123,ZAB,125,task1-SR,resultsZAB_SR.mat,It's a great American adventure and a wonderful film to bring to IMAX.,13
124,ZAB,126,task1-SR,resultsZAB_SR.mat,It's 51 times better than this.,6
125,ZAB,127,task1-SR,resultsZAB_SR.mat,"It's like an old Warner Bros. costumer jived with sex -- this could be the movie Errol Flynn always wanted to make, though Bette Davis, cast as Joan, would have killed him.",32
126,ZAB,128,task1-SR,resultsZAB_SR.mat,"A miraculous movie, I'm Going Home is so slight, yet overflows with wisdom and emotion.",15
127,ZAB,129,task1-SR,resultsZAB_SR.mat,"A fiercely clever and subtle film, capturing the precarious balance between the extravagant confidence of the exiled aristocracy and the cruel earnestness of the victorious revolutionaries.",26
128,ZAB,130,task1-SR,resultsZAB_SR.mat,"It's as if you're watching a movie that was made in 1978 but not released then because it was so weak, and it has been unearthed and released now, when it has become even weaker.",35
129,ZAB,131,task1-SR,resultsZAB_SR.mat,Anemic chronicle of money grubbing New Yorkers and their serial loveless hook ups.,13
130,ZAB,132,task1-SR,resultsZAB_SR.mat,"Thanks to a small star with big heart, this family film sequel is plenty of fun for all.",18
131,ZAB,133,task1-SR,resultsZAB_SR.mat,And I've decided to leave a light on every night from now on.,13
132,ZAB,134,task1-SR,resultsZAB_SR.mat,Festers in just such a dungpile that you'd swear you were watching monkeys flinging their feces at you.,18
133,ZAB,135,task1-SR,resultsZAB_SR.mat,under-rehearsed and lifeless,3
134,ZAB,136,task1-SR,resultsZAB_SR.mat,Exactly what you'd expect from a guy named Kaos.,9
135,ZAB,137,task1-SR,resultsZAB_SR.mat,"If legendary shlockmeister Ed Wood had ever made a movie about a vampire, it probably would look a lot like this alarming production, adapted from Anne Rice's novel The Vampire Chronicles.",31
136,ZAB,138,task1-SR,resultsZAB_SR.mat,"For those for whom the name Woody Allen was once a guarantee of something fresh, sometimes funny, and usually genuinely worthwhile, Hollywood Ending is a depressing experience.",27
137,ZAB,139,task1-SR,resultsZAB_SR.mat,Bella is the picture of health with boundless energy until a few days before she dies.,16
138,ZAB,140,task1-SR,resultsZAB_SR.mat,"The fun of the movie is the chance it affords to watch Jackson, who also served as executive producer, take his smooth, shrewd, powerful act abroad.",26
139,ZAB,141,task1-SR,resultsZAB_SR.mat,What should have been a cutting Hollywood satire is instead about as fresh as last week's issue of Variety.,19
140,ZAB,142,task1-SR,resultsZAB_SR.mat,"Cox offers plenty of glimpses at existing photos, but there are no movies of Nijinsky, so instead the director treats us to an aimless hodgepodge.",25
141,ZAB,143,task1-SR,resultsZAB_SR.mat,Aaliyah rarely dampens her diva persona enough to spark genuine chemistry with Townsend.,13
142,ZAB,144,task1-SR,resultsZAB_SR.mat,Mr. Soderbergh's direction and visual style struck me as unusually and unimpressively fussy and pretentious.,15
143,ZAB,145,task1-SR,resultsZAB_SR.mat,Mazel tov to a film about a family's joyous life acting on the Yiddish stage.,15
144,ZAB,146,task1-SR,resultsZAB_SR.mat,... would be a total loss if not for two supporting performances taking place at the movie's edges.,18
145,ZAB,147,task1-SR,resultsZAB_SR.mat,An inspiring and heart-affecting film about the desperate attempts of Vietnamese refugees living in U.S. relocation camps to keep their hopes alive in 1975.,24
146,ZAB,148,task1-SR,resultsZAB_SR.mat,"Loud, chaotic and largely unfunny.",5
147,ZAB,149,task1-SR,resultsZAB_SR.mat,The immersive powers of the giant screen and its hyper-realistic images are put to perfect use in the breathtakingly beautiful outer-space documentary Space Station 3D.,25
148,ZAB,150,task1-SR,resultsZAB_SR.mat,It's everything you don't go to the movies for.,9
149,ZAB,151,task1-SR,resultsZAB_SR.mat,"Harris is supposed to be the star of the story, but comes across as pretty dull and wooden.",18
150,ZAB,152,task1-SR,resultsZAB_SR.mat,Allen's funniest and most likeable movie in years.,8
151,ZAB,153,task1-SR,resultsZAB_SR.mat,"For those who pride themselves on sophisticated, discerning taste, this might not seem like the proper cup of tea, however it is almost guaranteed that even the stuffiest cinema goers will laugh their 1*** off for an hour-and-a-half.",38
152,ZAB,154,task1-SR,resultsZAB_SR.mat,"There is a refreshing absence of cynicism in Stuart Little 2 -- quite a rarity, even in the family film market.",21
153,ZAB,155,task1-SR,resultsZAB_SR.mat,There are plot holes big enough for Shamu the killer whale to swim through.,14
154,ZAB,156,task1-SR,resultsZAB_SR.mat,... always remains movingly genuine.,5
155,ZAB,157,task1-SR,resultsZAB_SR.mat,"Stitch is a bad mannered, ugly and destructive little ****.",10
156,ZAB,158,task1-SR,resultsZAB_SR.mat,The cast is top-notch and I predict there will be plenty of female audience members drooling over Michael Idemoto as Michael.,21
157,ZAB,159,task1-SR,resultsZAB_SR.mat,Kirshner and Monroe seem to be in a contest to see who can out-bad-act the other.,16
158,ZAB,160,task1-SR,resultsZAB_SR.mat,This is one of those war movies that focuses on human interaction rather than battle and action sequences... and it's all the stronger because of it.,26
159,ZAB,161,task1-SR,resultsZAB_SR.mat,"Like life on the island, the movie grows boring despite the scenery.",12
160,ZAB,162,task1-SR,resultsZAB_SR.mat,It's anchored by splendid performances from an honored screen veteran and a sparkling newcomer who instantly transform themselves into a believable mother/daughter pair.,23
161,ZAB,163,task1-SR,resultsZAB_SR.mat,An atonal estrogen opera that demonizes feminism while gifting the most sympathetic male of the piece with a nice vomit bath at his wedding.,24
162,ZAB,164,task1-SR,resultsZAB_SR.mat,"Even by the intentionally low standards of frat-boy humor, Sorority Boys is a bowser.",14
163,ZAB,165,task1-SR,resultsZAB_SR.mat,"Director of photography Benoit Delhomme shot the movie in delicious colors, and the costumes and sets are grand.",18
164,ZAB,166,task1-SR,resultsZAB_SR.mat,The only entertainment you'll derive from this choppy and sloppy affair will be from unintentional giggles -- several of them.,20
165,ZAB,167,task1-SR,resultsZAB_SR.mat,The film serves as a valuable time capsule to remind us of the devastating horror suffered by an entire people.,20
166,ZAB,168,task1-SR,resultsZAB_SR.mat,"A bittersweet contemporary comedy about benevolent deception, which, while it may not rival the filmmaker's period pieces, is still very much worth seeing.",23
167,ZAB,169,task1-SR,resultsZAB_SR.mat,Attal pushes too hard to make this a comedy or serious drama.,12
168,ZAB,170,task1-SR,resultsZAB_SR.mat,Isabelle Huppert excels as the enigmatic Mika and Anna Mouglalis is a stunning new young talent in one of Chabrol's most intense psychological mysteries.,24
169,ZAB,171,task1-SR,resultsZAB_SR.mat,A small movie with a big impact.,7
170,ZAB,173,task1-SR,resultsZAB_SR.mat,Photographed with melancholy richness and eloquently performed yet also decidedly uncinematic.,11
171,ZAB,174,task1-SR,resultsZAB_SR.mat,"Hey Arnold! is now stretched to barely feature length, with a little more attention paid to the animation.",18
172,ZAB,175,task1-SR,resultsZAB_SR.mat,"After that, it just gets stupid and maudlin.",8
173,ZAB,176,task1-SR,resultsZAB_SR.mat,"The stunning, dreamlike visuals will impress even those viewers who have little patience for Euro-film pretension.",16
174,ZAB,177,task1-SR,resultsZAB_SR.mat,"Plods along, minus the twisted humor and eye-popping visuals that have made Miike... a cult hero.",16
175,ZAB,178,task1-SR,resultsZAB_SR.mat,"Impresses as a skillfully assembled, highly polished and professional adaptation... just about as chilling and unsettling as `Manhunter' was.",19
176,ZAB,179,task1-SR,resultsZAB_SR.mat,"For the most part, it's a work of incendiary genius, steering clear of knee-jerk reactions and quick solutions.",18
177,ZAB,180,task1-SR,resultsZAB_SR.mat,"It's badly acted, blandly directed, and could have been scripted by someone who just graduated from elementary school.",18
178,ZAB,181,task1-SR,resultsZAB_SR.mat,"The sort of picture in which, whenever one of the characters has some serious soul searching to do, they go to a picture-perfect beach during sunset.",26
179,ZAB,183,task1-SR,resultsZAB_SR.mat,... a roller-coaster ride of a movie,7
180,ZAB,184,task1-SR,resultsZAB_SR.mat,"A colorful, vibrant introduction to a universal human impulse, lushly photographed and beautifully recorded.",14
181,ZAB,185,task1-SR,resultsZAB_SR.mat,Audiard successfully maintains suspense on different levels throughout a film that is both gripping and compelling.,16
182,ZAB,186,task1-SR,resultsZAB_SR.mat,Even horror fans will most likely not find what they're seeking with Trouble Every Day; the movie lacks both thrills and humor.,22
183,ZAB,187,task1-SR,resultsZAB_SR.mat,After that it becomes long and tedious like a classroom play in a college history course.,16
184,ZAB,188,task1-SR,resultsZAB_SR.mat,"This is cool, slick stuff, ready to quench the thirst of an audience that misses the summer blockbusters.",18
185,ZAB,189,task1-SR,resultsZAB_SR.mat,"Blade II has a brilliant director and charismatic star, but it suffers from rampant vampire devaluation.",16
186,ZAB,190,task1-SR,resultsZAB_SR.mat,"A loud, ugly, irritating movie without any of its satirical salvos hitting a discernible target.",15
187,ZAB,191,task1-SR,resultsZAB_SR.mat,"For VeggieTales fans, this is more appetizing than a side dish of asparagus.",13
188,ZAB,192,task1-SR,resultsZAB_SR.mat,"While it regards 1967 as the key turning point of the 20th century, and returns again and again to images of dissidents in the streets, it's alarmingly current.",28
189,ZAB,193,task1-SR,resultsZAB_SR.mat,A truly wonderful tale combined with stunning animation.,8
190,ZAB,194,task1-SR,resultsZAB_SR.mat,"Nothing sticks, really, except a lingering creepiness one feels from being dragged through a sad, sordid universe of guns, drugs, avarice and damaged dreams.",24
191,ZAB,195,task1-SR,resultsZAB_SR.mat,``Simone'' is a fun and funky look into an artificial creation in a world that thrives on artificiality.,18
192,ZAB,196,task1-SR,resultsZAB_SR.mat,"It's a hoot watching The Rock chomp on jumbo ants, pull an arrow out of his back, and leap unscathed through raging fire!",23
193,ZAB,197,task1-SR,resultsZAB_SR.mat,"While Tattoo borrows heavily from both Seven and The Silence of the Lambs, it manages to maintain both a level of sophisticated intrigue and human-scale characters that suck the audience in.",31
194,ZAB,198,task1-SR,resultsZAB_SR.mat,A portrait of an artist.,5
195,ZAB,199,task1-SR,resultsZAB_SR.mat,"As written by Michael Berg and Michael J. Wilson from a story by Wilson, this relentless, all-wise-guys-all-the-time approach tries way too hard and gets tiring in no time at all.",30
196,ZAB,200,task1-SR,resultsZAB_SR.mat,"It's the best film of the year so far, the benchmark against which all other Best Picture contenders should be measured.",21
197,ZAB,201,task1-SR,resultsZAB_SR.mat,This is one of the biggest disappointments of the year.,10
198,ZAB,202,task1-SR,resultsZAB_SR.mat,It never fails to engage us.,6
199,ZAB,203,task1-SR,resultsZAB_SR.mat,"Denis forges out of the theories of class - based rage and sisterly obsession a razor-sided tuning fork that rings with cultural, sexual and social discord.",26
200,ZAB,206,task1-SR,resultsZAB_SR.mat,"Like the best of Godard's movies... it is visually ravishing, penetrating, impenetrable.",12
201,ZAB,207,task1-SR,resultsZAB_SR.mat,The cumulative effect of the movie is repulsive and depressing.,10
202,ZAB,208,task1-SR,resultsZAB_SR.mat,"Feels like nothing quite so much as a middle-aged moviemaker's attempt to surround himself with beautiful, half-naked women.",18
203,ZAB,209,task1-SR,resultsZAB_SR.mat,"A very long movie, dull in stretches, with entirely too much focus on meal preparation and igloo construction.",18
204,ZAB,210,task1-SR,resultsZAB_SR.mat,"In XXX, Diesel is that rare creature -- an action hero with table manners, and one who proves that elegance is more than tattoo deep.",25
205,ZAB,211,task1-SR,resultsZAB_SR.mat,I'm not sure which will take longer to heal: the welt on Johnny Knoxville's stomach from a riot-control projectile or my own tortured psyche.,24
206,ZAB,212,task1-SR,resultsZAB_SR.mat,"While Serving Sara does have a long way to go before it reaches the level of crudity in the latest Austin Powers extravaganza, there's nothing here to match that movie's intermittent moments of inspiration.",34
207,ZAB,213,task1-SR,resultsZAB_SR.mat,"It's difficult to conceive of anyone who has reached puberty actually finding the characters in Slackers or their antics amusing, let alone funny.",23
208,ZAB,214,task1-SR,resultsZAB_SR.mat,"It never is, not fully.",5
